mac1;mac2;similaridade
24:ab:81:04:02:93;04:0c:ce:01:46:35;0.566310
24:ab:81:04:02:93;58:b0:35:07:05:88;0.575194
24:ab:81:04:02:93;10:9a:dd:02:39:84;0.292180
24:ab:81:04:02:93;6c:c2:6b:08:64:76;0.406845
24:ab:81:04:02:93;f8:1e:df:16:14:36;0.451645
24:ab:81:04:02:93;54:26:96:06:79:94;0.292180
d8:9e:3f:14:19:73;d8:a2:5e:14:31:98;0.292180
d8:9e:3f:14:19:73;28:cf:da:04:19:92;0.292180
d8:9e:3f:14:19:73;58:b0:35:07:05:88;0.441010
d8:9e:3f:14:19:73;10:9a:dd:02:39:84;0.292180
d8:9e:3f:14:19:73;6c:c2:6b:08:64:76;0.406845
d8:9e:3f:14:19:73;54:26:96:06:79:94;0.292180
18:9e:fc:03:32:05;00:26:b0:00:92:73;0.417044
18:9e:fc:03:32:05;04:0c:ce:01:46:35;0.415918
18:9e:fc:03:32:05;8c:7b:9d:10:65:97;0.302379
18:9e:fc:03:32:05;0c:74:c2:02:14:32;0.549684
18:9e:fc:03:32:05;24:ab:81:04:00:46;0.435020
18:9e:fc:03:32:05;f8:1e:df:16:14:36;0.301254
18:9e:fc:03:32:05;a4:d1:d2:11:96:21;0.301254
18:9e:fc:03:32:05;d8:9e:3f:14:08:95;0.415918
18:9e:fc:03:32:05;b0:79:94:12:36:25;0.302379
18:9e:fc:03:32:05;18:34:51:03:10:06;0.435020
f8:1e:df:16:14:21;5c:0a:5b:07:16:37;0.294799
f8:1e:df:16:14:21;04:0c:ce:01:46:35;0.419686
f8:1e:df:16:14:21;58:b0:35:07:05:88;0.408190
f8:1e:df:16:14:21;20:02:af:03:68:24;0.293525
f8:1e:df:16:14:21;f8:1e:df:16:14:36;0.305022
f8:1e:df:16:14:21;18:34:51:03:10:06;0.294799
f8:1e:df:16:14:21;14:8f:c6:02:83:61;0.294799
5c:0a:5b:07:16:37;18:34:51:03:10:06;0.294799
5c:0a:5b:07:16:37;14:8f:c6:02:83:61;0.294799
d8:a2:5e:14:31:98;28:cf:da:04:19:92;0.292180
d8:a2:5e:14:31:98;10:9a:dd:02:39:84;0.292180
d8:a2:5e:14:31:98;6c:c2:6b:08:64:76;0.292180
d8:a2:5e:14:31:98;54:26:96:06:79:94;0.292180
28:cf:da:04:19:92;10:9a:dd:02:39:84;0.292180
28:cf:da:04:19:92;6c:c2:6b:08:64:76;0.292180
28:cf:da:04:19:92;54:26:96:06:79:94;0.292180
70:73:cb:08:87:78;58:b0:35:07:05:88;0.313906
00:26:b0:00:92:73;8c:7b:9d:10:65:97;0.302379
00:26:b0:00:92:73;0c:74:c2:02:14:32;0.417044
00:26:b0:00:92:73;24:ab:81:04:00:46;0.302379
00:26:b0:00:92:73;b0:79:94:12:36:25;0.302379
00:26:b0:00:92:73;18:34:51:03:10:06;0.302379
08:60:6e:01:94:09;04:0c:ce:01:46:35;0.295474
08:60:6e:01:94:09;0c:74:c2:02:14:32;0.295474
04:0c:ce:01:46:35;58:b0:35:07:05:88;0.694553
04:0c:ce:01:46:35;10:9a:dd:02:39:84;0.316654
04:0c:ce:01:46:35;b8:8d:12:12:62:29;0.316654
04:0c:ce:01:46:35;20:02:af:03:68:24;0.433265
04:0c:ce:01:46:35;8c:7b:9d:10:65:97;0.316654
04:0c:ce:01:46:35;0c:74:c2:02:14:32;0.542779
04:0c:ce:01:46:35;24:ab:81:04:00:46;0.301254
04:0c:ce:01:46:35;f8:1e:df:16:14:36;0.584286
04:0c:ce:01:46:35;a4:d1:d2:11:96:21;0.301254
04:0c:ce:01:46:35;d8:9e:3f:14:08:95;0.415918
04:0c:ce:01:46:35;18:34:51:03:10:06;0.301254
04:0c:ce:01:46:35;48:60:bc:06:05:53;0.316654
58:b0:35:07:05:88;20:02:af:03:68:24;0.558177
58:b0:35:07:05:88;f8:1e:df:16:14:36;0.315237
10:9a:dd:02:39:84;b8:8d:12:12:62:29;0.316654
10:9a:dd:02:39:84;8c:7b:9d:10:65:97;0.316654
10:9a:dd:02:39:84;f0:b4:79:15:53:32;0.290066
10:9a:dd:02:39:84;6c:c2:6b:08:64:76;0.292180
10:9a:dd:02:39:84;54:26:96:06:79:94;0.292180
10:9a:dd:02:39:84;48:60:bc:06:05:53;0.316654
b8:8d:12:12:62:29;8c:7b:9d:10:65:97;0.316654
b8:8d:12:12:62:29;54:26:96:06:79:94;0.383951
b8:8d:12:12:62:29;48:60:bc:06:05:53;0.316654
20:02:af:03:68:24;f8:1e:df:16:14:36;0.484078
8c:7b:9d:10:65:97;0c:74:c2:02:14:32;0.302379
8c:7b:9d:10:65:97;24:ab:81:04:00:46;0.302379
8c:7b:9d:10:65:97;b0:79:94:12:36:25;0.302379
8c:7b:9d:10:65:97;18:34:51:03:10:06;0.302379
8c:7b:9d:10:65:97;48:60:bc:06:05:53;0.316654
f0:b4:79:15:53:32;54:26:96:06:79:94;1.168613
0c:74:c2:02:14:32;24:ab:81:04:00:46;0.435020
0c:74:c2:02:14:32;f8:1e:df:16:14:36;0.301254
0c:74:c2:02:14:32;a4:d1:d2:11:96:21;0.301254
0c:74:c2:02:14:32;d8:9e:3f:14:08:95;0.415918
0c:74:c2:02:14:32;b0:79:94:12:36:25;0.302379
0c:74:c2:02:14:32;18:34:51:03:10:06;0.553815
24:ab:81:04:00:46;f8:1e:df:16:14:36;0.301254
24:ab:81:04:00:46;a4:d1:d2:11:96:21;0.301254
24:ab:81:04:00:46;d8:9e:3f:14:08:95;0.301254
24:ab:81:04:00:46;b0:79:94:12:36:25;0.302379
24:ab:81:04:00:46;18:34:51:03:10:06;0.435020
6c:c2:6b:08:64:76;d8:9e:3f:14:08:95;0.402132
6c:c2:6b:08:64:76;54:26:96:06:79:94;0.455332
f8:1e:df:16:14:36;a4:d1:d2:11:96:21;0.301254
f8:1e:df:16:14:36;d8:9e:3f:14:08:95;0.301254
f8:1e:df:16:14:36;18:34:51:03:10:06;0.301254
a4:d1:d2:11:96:21;d8:9e:3f:14:08:95;0.301254
a4:d1:d2:11:96:21;18:34:51:03:10:06;0.301254
d8:9e:3f:14:08:95;18:34:51:03:10:06;0.301254
b0:79:94:12:36:25;18:34:51:03:10:06;0.302379
a4:d1:d2:11:95:17;18:34:51:03:10:06;0.431263
18:34:51:03:10:06;14:8f:c6:02:83:61;0.294799
14:10:9f:02:48:65;58:1f:aa:06:95:25;2.380655
14:10:9f:02:48:65;70:56:81:08:83:88;3.380655
14:10:9f:02:48:65;24:ab:81:04:06:21;3.011584
58:1f:aa:06:95:25;70:56:81:08:83:88;3.175856
58:1f:aa:06:95:25;24:ab:81:04:06:21;3.011584
70:56:81:08:83:88;24:ab:81:04:06:21;3.011584
8c:7b:9d:10:65:19;20:02:af:03:67:90;2.000000
18:e7:f4:03:43:20;c8:bc:c8:13:41:30;8.994435
f8:1e:df:16:14:57;64:a7:69:08:02:13;0.397798
f8:1e:df:16:14:57;04:1e:64:01:53:04;0.411584
f8:1e:df:16:14:57;7c:11:be:09:66:19;0.411584
50:cc:f8:06:47:26;ec:35:86:15:30:97;0.412709
50:cc:f8:06:47:26;7c:11:be:09:66:19;0.412709
50:cc:f8:06:47:26;84:85:06:10:21:12;0.412709
50:cc:f8:06:47:26;28:e0:2c:04:34:36;0.412709
04:1e:64:01:53:04;ec:35:86:15:30:97;0.393607
04:1e:64:01:53:04;7c:11:be:09:66:19;0.777700
ec:35:86:15:30:97;7c:11:be:09:66:19;0.527374
ec:35:86:15:30:97;84:85:06:10:21:12;0.412709
ec:35:86:15:30:97;28:e0:2c:04:34:36;0.412709
7c:11:be:09:66:19;84:85:06:10:21:12;0.412709
7c:11:be:09:66:19;28:e0:2c:04:34:36;0.412709
84:85:06:10:21:12;28:e0:2c:04:34:36;0.531504
00:60:3b:01:11:36;e4:ce:8f:15:07:95;0.430677
00:60:3b:01:11:36;98:0c:82:11:23:56;0.430677
00:60:3b:01:11:36;14:5a:05:02:55:55;0.430677
00:60:3b:01:11:36;00:60:3b:01:14:82;0.430677
e4:ce:8f:15:07:95;98:0c:82:11:23:56;0.430677
e4:ce:8f:15:07:95;14:5a:05:02:55:55;0.430677
e4:ce:8f:15:07:95;00:60:3b:01:14:82;0.430677
98:0c:82:11:23:56;14:5a:05:02:55:55;0.430677
98:0c:82:11:23:56;00:60:3b:01:14:82;0.430677
14:5a:05:02:55:55;00:60:3b:01:14:82;0.430677
d8:9e:3f:14:20:31;e0:f8:47:14:85:06;1.000000
48:60:bc:06:00:80;f8:1e:df:16:13:63;1.000000
00:26:4a:00:85:77;20:02:af:03:67:74;1.000000
c4:2c:03:13:23:03;6c:c2:6b:08:64:62;0.462089
c4:2c:03:13:23:03;f8:1e:df:16:08:55;0.315465
c4:2c:03:13:23:03;40:d3:2d:05:78:38;0.315465
c4:2c:03:13:23:03;f8:1e:df:16:11:55;0.439441
c4:2c:03:13:23:03;00:c6:10:01:30:61;0.315465
c4:2c:03:13:23:03;d8:30:62:13:99:07;0.315465
c4:2c:03:13:23:03;b8:ff:61:12:74:61;0.315465
c4:2c:03:13:23:03;7c:c3:a1:09:80:27;0.315465
6c:c2:6b:08:64:62;f8:1e:df:16:08:55;0.315465
6c:c2:6b:08:64:62;40:d3:2d:05:78:38;0.315465
6c:c2:6b:08:64:62;f8:1e:df:16:11:55;0.315465
6c:c2:6b:08:64:62;00:c6:10:01:30:61;0.457867
6c:c2:6b:08:64:62;d8:30:62:13:99:07;0.315465
6c:c2:6b:08:64:62;b8:ff:61:12:74:61;0.315465
6c:c2:6b:08:64:62;7c:c3:a1:09:80:27;0.315465
f8:1e:df:16:08:55;40:d3:2d:05:78:38;0.315465
f8:1e:df:16:08:55;f8:1e:df:16:11:55;0.315465
f8:1e:df:16:08:55;00:c6:10:01:30:61;0.315465
f8:1e:df:16:08:55;d8:30:62:13:99:07;0.473197
f8:1e:df:16:08:55;b8:ff:61:12:74:61;0.315465
f8:1e:df:16:08:55;7c:c3:a1:09:80:27;0.315465
40:d3:2d:05:78:38;f8:1e:df:16:11:55;0.315465
40:d3:2d:05:78:38;00:c6:10:01:30:61;0.315465
40:d3:2d:05:78:38;d8:30:62:13:99:07;0.315465
40:d3:2d:05:78:38;b8:ff:61:12:74:61;0.315465
40:d3:2d:05:78:38;7c:c3:a1:09:80:27;0.315465
f8:1e:df:16:11:55;00:c6:10:01:30:61;0.315465
f8:1e:df:16:11:55;d8:30:62:13:99:07;0.315465
f8:1e:df:16:11:55;b8:ff:61:12:74:61;0.315465
f8:1e:df:16:11:55;7c:c3:a1:09:80:27;0.315465
00:c6:10:01:30:61;d8:30:62:13:99:07;0.442326
00:c6:10:01:30:61;b8:ff:61:12:74:61;0.315465
00:c6:10:01:30:61;7c:c3:a1:09:80:27;0.315465
d8:30:62:13:99:07;b8:ff:61:12:74:61;0.315465
d8:30:62:13:99:07;7c:c3:a1:09:80:27;0.315465
b8:ff:61:12:74:61;7c:c3:a1:09:80:27;0.315465
04:54:53:01:65:81;b8:ff:61:12:75:18;0.356207
04:54:53:01:65:81;e4:ce:8f:15:07:53;0.356207
04:54:53:01:65:81;98:d6:bb:11:47:35;0.356207
04:54:53:01:65:81;14:8f:c6:02:85:22;0.356207
04:54:53:01:65:81;c8:bc:c8:13:40:81;0.356207
04:54:53:01:65:81;7c:c3:a1:09:80:27;0.356207
b8:ff:61:12:75:18;e4:ce:8f:15:07:53;0.356207
b8:ff:61:12:75:18;98:d6:bb:11:47:35;0.356207
b8:ff:61:12:75:18;14:8f:c6:02:85:22;0.356207
b8:ff:61:12:75:18;c8:bc:c8:13:40:81;0.356207
b8:ff:61:12:75:18;7c:c3:a1:09:80:27;0.356207
e4:ce:8f:15:07:53;98:d6:bb:11:47:35;0.356207
e4:ce:8f:15:07:53;14:8f:c6:02:85:22;0.356207
e4:ce:8f:15:07:53;c8:bc:c8:13:40:81;0.356207
e4:ce:8f:15:07:53;7c:c3:a1:09:80:27;0.356207
98:d6:bb:11:47:35;14:8f:c6:02:85:22;0.356207
98:d6:bb:11:47:35;c8:bc:c8:13:40:81;0.356207
98:d6:bb:11:47:35;7c:c3:a1:09:80:27;0.356207
14:8f:c6:02:85:22;c8:bc:c8:13:40:81;1.551166
14:8f:c6:02:85:22;7c:c3:a1:09:80:27;0.671672
c8:bc:c8:13:40:81;7c:c3:a1:09:80:27;0.356207
a4:67:06:11:93:04;00:f4:b9:01:38:55;0.623321
a4:67:06:11:93:04;0c:74:c2:02:13:50;0.315465
a4:67:06:11:93:04;3c:d0:f8:05:28:51;0.499754
a4:67:06:11:93:04;14:8f:c6:02:85:22;0.315465
a4:67:06:11:93:04;28:e7:cf:04:39:33;0.315465
a4:67:06:11:93:04;7c:11:be:09:68:06;0.499754
a4:67:06:11:93:04;7c:c3:a1:09:80:27;0.930430
a4:67:06:11:93:04;74:e2:f5:09:16:67;0.315465
00:f4:b9:01:38:55;0c:74:c2:02:13:50;0.671672
00:f4:b9:01:38:55;3c:d0:f8:05:28:51;0.855961
00:f4:b9:01:38:55;14:8f:c6:02:85:22;0.510424
00:f4:b9:01:38:55;28:e7:cf:04:39:33;0.671672
00:f4:b9:01:38:55;7c:11:be:09:68:06;0.621207
00:f4:b9:01:38:55;7c:c3:a1:09:80:27;0.499754
00:f4:b9:01:38:55;74:e2:f5:09:16:67;0.510424
0c:74:c2:02:13:50;3c:d0:f8:05:28:51;0.671672
0c:74:c2:02:13:50;14:8f:c6:02:85:22;0.315465
0c:74:c2:02:13:50;28:e7:cf:04:39:33;0.671672
0c:74:c2:02:13:50;7c:11:be:09:68:06;0.315465
0c:74:c2:02:13:50;7c:c3:a1:09:80:27;0.315465
0c:74:c2:02:13:50;74:e2:f5:09:16:67;0.315465
3c:d0:f8:05:28:51;14:8f:c6:02:85:22;0.315465
3c:d0:f8:05:28:51;28:e7:cf:04:39:33;0.671672
3c:d0:f8:05:28:51;7c:11:be:09:68:06;0.664026
3c:d0:f8:05:28:51;7c:c3:a1:09:80:27;0.499754
3c:d0:f8:05:28:51;74:e2:f5:09:16:67;0.315465
14:8f:c6:02:85:22;28:e7:cf:04:39:33;0.315465
14:8f:c6:02:85:22;7c:11:be:09:68:06;0.315465
14:8f:c6:02:85:22;7c:c3:a1:09:80:27;0.671672
14:8f:c6:02:85:22;74:e2:f5:09:16:67;0.510424
28:e7:cf:04:39:33;7c:11:be:09:68:06;0.315465
28:e7:cf:04:39:33;7c:c3:a1:09:80:27;0.315465
28:e7:cf:04:39:33;74:e2:f5:09:16:67;0.315465
7c:11:be:09:68:06;7c:c3:a1:09:80:27;0.499754
7c:11:be:09:68:06;74:e2:f5:09:16:67;0.594408
7c:c3:a1:09:80:27;74:e2:f5:09:16:67;0.315465
e0:f8:47:14:84:14;48:60:bc:06:10:12;1.184289
e0:f8:47:14:84:14;54:26:96:06:79:54;0.361473
e0:f8:47:14:84:14;64:b9:e8:08:04:70;0.614965
e0:f8:47:14:84:14;a4:67:06:11:93:04;0.614965
e0:f8:47:14:84:14;7c:6d:62:09:75:86;0.361473
e0:f8:47:14:84:14;3c:d0:f8:05:28:51;0.361473
e0:f8:47:14:84:14;7c:c3:a1:09:80:27;0.614965
18:20:32:03:02:28;48:60:bc:06:10:12;1.184289
18:20:32:03:02:28;d8:9e:3f:14:20:31;0.614965
18:20:32:03:02:28;7c:11:be:09:68:06;0.463232
18:20:32:03:02:28;7c:6d:62:09:75:86;0.463232
18:20:32:03:02:28;cc:08:e0:13:54:06;0.614965
18:20:32:03:02:29;e8:99:c4:15:27:41;0.435741
18:20:32:03:02:29;68:09:27:08:20:13;0.309555
18:20:32:03:02:29;98:03:d8:11:19:59;0.435741
18:20:32:03:02:29;54:26:96:06:78:73;0.310475
74:e1:b6:09:09:23;d8:9e:3f:14:19:35;0.684289
74:e1:b6:09:09:23;58:1f:aa:06:94:43;0.517622
14:8f:c6:02:78:58;7c:11:be:09:65:67;0.411959
14:8f:c6:02:78:58;d8:9e:3f:14:19:35;0.379248
14:8f:c6:02:78:58;d8:9e:3f:14:20:31;0.379248
14:8f:c6:02:78:58;14:5a:05:02:58:71;0.379248
14:8f:c6:02:78:58;64:b9:e8:08:04:70;0.606918
14:8f:c6:02:78:58;98:03:d8:11:19:59;0.411959
14:8f:c6:02:78:58;0c:74:c2:02:11:74;0.379248
14:8f:c6:02:78:58;88:c6:63:10:51:40;0.379248
14:8f:c6:02:78:58;7c:6d:62:09:75:86;0.411959
14:8f:c6:02:78:58;d8:9e:3f:14:27:59;0.411959
14:8f:c6:02:78:58;00:f4:b9:01:38:55;0.379248
14:8f:c6:02:78:58;cc:08:e0:13:54:06;0.379248
14:8f:c6:02:78:58;cc:08:e0:13:56:18;0.606918
14:8f:c6:02:78:58;58:1f:aa:06:94:43;0.379248
14:8f:c6:02:78:58;3c:d0:f8:05:28:51;0.411959
14:8f:c6:02:78:58;d8:9e:3f:14:20:48;0.379248
14:8f:c6:02:78:58;b8:ff:61:12:74:96;0.606918
14:8f:c6:02:78:58;4c:b1:99:06:29:79;0.411959
7c:11:be:09:65:67;7c:11:be:09:69:80;0.330104
7c:11:be:09:65:67;64:b9:e8:08:04:70;0.411959
7c:11:be:09:65:67;98:03:d8:11:19:59;0.411959
7c:11:be:09:65:67;a4:67:06:11:93:04;0.434289
7c:11:be:09:65:67;7c:6d:62:09:75:86;0.411959
7c:11:be:09:65:67;d8:9e:3f:14:27:59;0.411959
7c:11:be:09:65:67;cc:08:e0:13:56:18;0.411959
7c:11:be:09:65:67;3c:d0:f8:05:28:51;0.411959
7c:11:be:09:65:67;b8:ff:61:12:74:96;0.411959
7c:11:be:09:65:67;4c:b1:99:06:29:79;0.411959
54:26:96:06:79:54;7c:6d:62:09:75:86;0.361473
54:26:96:06:79:54;3c:d0:f8:05:28:51;0.361473
e8:99:c4:15:27:41;68:09:27:08:20:13;0.309555
e8:99:c4:15:27:41;98:03:d8:11:19:59;0.435741
e8:99:c4:15:27:41;54:26:96:06:78:73;0.310475
dc:2b:61:14:48:90;7c:11:be:09:69:80;0.815219
dc:2b:61:14:48:90;14:5a:05:02:58:71;0.499754
dc:2b:61:14:48:90;64:b9:e8:08:04:70;0.419698
dc:2b:61:14:48:90;0c:74:c2:02:11:74;0.499754
dc:2b:61:14:48:90;6c:c2:6b:08:64:05;0.311150
dc:2b:61:14:48:90;7c:6d:62:09:75:86;0.862024
68:09:27:08:20:13;98:03:d8:11:19:59;0.309555
d8:9e:3f:14:19:35;d8:9e:3f:14:20:31;0.379248
d8:9e:3f:14:19:35;14:5a:05:02:58:71;0.379248
d8:9e:3f:14:19:35;64:b9:e8:08:04:70;0.379248
d8:9e:3f:14:19:35;0c:74:c2:02:11:74;0.379248
d8:9e:3f:14:19:35;88:c6:63:10:51:40;0.379248
d8:9e:3f:14:19:35;00:f4:b9:01:38:55;0.379248
d8:9e:3f:14:19:35;cc:08:e0:13:54:06;0.379248
d8:9e:3f:14:19:35;cc:08:e0:13:56:18;0.379248
d8:9e:3f:14:19:35;58:1f:aa:06:94:43;0.809924
d8:9e:3f:14:19:35;d8:9e:3f:14:20:48;0.379248
d8:9e:3f:14:19:35;b8:ff:61:12:74:96;0.379248
d8:9e:3f:14:20:31;14:5a:05:02:58:71;0.379248
d8:9e:3f:14:20:31;64:b9:e8:08:04:70;0.379248
d8:9e:3f:14:20:31;0c:74:c2:02:11:74;0.379248
d8:9e:3f:14:20:31;88:c6:63:10:51:40;0.379248
d8:9e:3f:14:20:31;00:f4:b9:01:38:55;0.379248
d8:9e:3f:14:20:31;cc:08:e0:13:54:06;1.072574
d8:9e:3f:14:20:31;cc:08:e0:13:56:18;0.379248
d8:9e:3f:14:20:31;58:1f:aa:06:94:43;0.379248
d8:9e:3f:14:20:31;d8:9e:3f:14:20:48;0.379248
d8:9e:3f:14:20:31;b8:ff:61:12:74:96;0.379248
7c:11:be:09:69:80;98:0c:82:11:25:09;0.298953
7c:11:be:09:69:80;88:c6:63:10:51:40;0.431594
7c:11:be:09:69:80;7c:11:be:09:68:06;0.305742
7c:11:be:09:69:80;00:f4:b9:01:38:55;0.305742
7c:11:be:09:69:80;cc:08:e0:13:56:18;0.326691
7c:11:be:09:69:80;3c:d0:f8:05:28:51;0.326691
7c:11:be:09:69:80;d8:9e:3f:14:20:48;0.326691
7c:11:be:09:69:80;50:ea:d6:06:54:29;0.305742
7c:11:be:09:69:80;b8:ff:61:12:74:96;0.305742
14:5a:05:02:58:71;64:b9:e8:08:04:70;0.379248
14:5a:05:02:58:71;0c:74:c2:02:11:74;0.694713
14:5a:05:02:58:71;88:c6:63:10:51:40;0.379248
14:5a:05:02:58:71;7c:6d:62:09:75:86;0.499754
14:5a:05:02:58:71;00:f4:b9:01:38:55;0.379248
14:5a:05:02:58:71;cc:08:e0:13:54:06;0.379248
14:5a:05:02:58:71;cc:08:e0:13:56:18;0.379248
14:5a:05:02:58:71;58:1f:aa:06:94:43;0.379248
14:5a:05:02:58:71;d8:9e:3f:14:20:48;0.379248
14:5a:05:02:58:71;b8:ff:61:12:74:96;0.379248
18:20:32:03:02:37;88:c6:63:10:51:40;0.499754
18:20:32:03:02:37;00:f4:b9:01:38:55;0.540496
18:20:32:03:02:37;3c:d0:f8:05:28:51;0.540496
18:20:32:03:02:37;d8:9e:3f:14:20:48;0.499754
18:20:32:03:02:37;50:ea:d6:06:54:29;0.540496
18:20:32:03:02:37;b8:ff:61:12:74:96;0.499754
7c:11:be:09:71:03;98:0c:82:11:25:09;0.324965
7c:11:be:09:71:03;54:26:96:06:78:73;0.324965
64:b9:e8:08:04:70;98:03:d8:11:19:59;0.411959
64:b9:e8:08:04:70;a4:67:06:11:93:04;0.614965
64:b9:e8:08:04:70;0c:74:c2:02:11:74;0.379248
64:b9:e8:08:04:70;88:c6:63:10:51:40;0.379248
64:b9:e8:08:04:70;7c:11:be:09:68:06;0.446938
64:b9:e8:08:04:70;7c:6d:62:09:75:86;0.647368
64:b9:e8:08:04:70;d8:9e:3f:14:27:59;0.411959
64:b9:e8:08:04:70;00:f4:b9:01:38:55;0.379248
64:b9:e8:08:04:70;cc:08:e0:13:54:06;0.379248
64:b9:e8:08:04:70;cc:08:e0:13:56:18;0.606918
64:b9:e8:08:04:70;58:1f:aa:06:94:43;0.379248
64:b9:e8:08:04:70;3c:d0:f8:05:28:51;0.411959
64:b9:e8:08:04:70;d8:9e:3f:14:20:48;0.379248
64:b9:e8:08:04:70;b8:ff:61:12:74:96;0.869568
64:b9:e8:08:04:70;4c:b1:99:06:29:79;0.411959
64:b9:e8:08:04:70;7c:c3:a1:09:80:27;0.614965
98:03:d8:11:19:59;54:26:96:06:78:73;0.310475
98:03:d8:11:19:59;7c:6d:62:09:75:86;0.411959
98:03:d8:11:19:59;d8:9e:3f:14:27:59;0.411959
98:03:d8:11:19:59;cc:08:e0:13:56:18;0.411959
98:03:d8:11:19:59;3c:d0:f8:05:28:51;0.411959
98:03:d8:11:19:59;b8:ff:61:12:74:96;0.411959
98:03:d8:11:19:59;4c:b1:99:06:29:79;0.411959
a4:67:06:11:93:04;98:0c:82:11:25:09;0.307856
a4:67:06:11:93:04;7c:11:be:09:68:06;0.499754
a4:67:06:11:93:04;00:f4:b9:01:38:55;0.623321
a4:67:06:11:93:04;3c:d0:f8:05:28:51;0.499754
a4:67:06:11:93:04;7c:c3:a1:09:80:27;0.930430
0c:74:c2:02:11:74;6c:c2:6b:08:64:05;0.684289
0c:74:c2:02:11:74;88:c6:63:10:51:40;0.735455
0c:74:c2:02:11:74;7c:6d:62:09:75:86;0.499754
0c:74:c2:02:11:74;00:f4:b9:01:38:55;0.379248
0c:74:c2:02:11:74;cc:08:e0:13:54:06;0.379248
0c:74:c2:02:11:74;cc:08:e0:13:56:18;0.379248
0c:74:c2:02:11:74;58:1f:aa:06:94:43;0.379248
0c:74:c2:02:11:74;c4:2c:03:13:24:38;0.684289
0c:74:c2:02:11:74;d8:9e:3f:14:20:48;0.379248
0c:74:c2:02:11:74;b8:ff:61:12:74:96;0.379248
6c:c2:6b:08:64:05;98:0c:82:11:25:09;0.503144
6c:c2:6b:08:64:05;88:c6:63:10:51:40;0.303144
6c:c2:6b:08:64:05;54:26:96:06:78:73;0.303144
6c:c2:6b:08:64:05;7c:6d:62:09:75:86;0.311150
6c:c2:6b:08:64:05;c4:2c:03:13:24:38;0.684289
98:0c:82:11:25:09;88:c6:63:10:51:40;0.804661
98:0c:82:11:25:09;68:09:27:08:22:18;0.571142
98:0c:82:11:25:09;54:26:96:06:78:73;0.443820
98:0c:82:11:25:09;00:f4:b9:01:38:55;0.307856
98:0c:82:11:25:09;d8:9e:3f:14:20:48;0.571142
88:c6:63:10:51:40;68:09:27:08:22:18;0.571142
88:c6:63:10:51:40;54:26:96:06:78:73;0.303144
88:c6:63:10:51:40;00:f4:b9:01:38:55;0.379248
88:c6:63:10:51:40;cc:08:e0:13:54:06;0.379248
88:c6:63:10:51:40;cc:08:e0:13:56:18;0.379248
88:c6:63:10:51:40;58:1f:aa:06:94:43;0.379248
88:c6:63:10:51:40;d8:9e:3f:14:20:48;1.081566
88:c6:63:10:51:40;b8:ff:61:12:74:96;0.819625
7c:11:be:09:68:06;7c:6d:62:09:75:86;0.463232
7c:11:be:09:68:06;00:f4:b9:01:38:55;0.621207
7c:11:be:09:68:06;3c:d0:f8:05:28:51;0.664026
7c:11:be:09:68:06;50:ea:d6:06:54:29;0.305742
7c:11:be:09:68:06;b8:ff:61:12:74:96;0.568392
7c:11:be:09:68:06;7c:c3:a1:09:80:27;0.499754
68:09:27:08:22:18;d8:9e:3f:14:20:48;0.571142
54:26:96:06:78:73;cc:08:e0:13:54:06;0.614965
7c:6d:62:09:75:86;d8:9e:3f:14:27:59;0.411959
7c:6d:62:09:75:86;cc:08:e0:13:56:18;0.411959
7c:6d:62:09:75:86;58:1f:aa:06:94:43;0.684289
7c:6d:62:09:75:86;3c:d0:f8:05:28:51;0.589143
7c:6d:62:09:75:86;b8:ff:61:12:74:96;0.411959
7c:6d:62:09:75:86;4c:b1:99:06:29:79;0.411959
d8:9e:3f:14:27:59;cc:08:e0:13:56:18;0.411959
d8:9e:3f:14:27:59;3c:d0:f8:05:28:51;0.411959
d8:9e:3f:14:27:59;b8:ff:61:12:74:96;0.411959
d8:9e:3f:14:27:59;4c:b1:99:06:29:79;0.411959
00:f4:b9:01:38:55;cc:08:e0:13:54:06;0.379248
00:f4:b9:01:38:55;cc:08:e0:13:56:18;1.379248
00:f4:b9:01:38:55;58:1f:aa:06:94:43;0.379248
00:f4:b9:01:38:55;3c:d0:f8:05:28:51;0.855961
00:f4:b9:01:38:55;d8:9e:3f:14:20:48;0.379248
00:f4:b9:01:38:55;50:ea:d6:06:54:29;0.661949
00:f4:b9:01:38:55;b8:ff:61:12:74:96;0.500701
00:f4:b9:01:38:55;7c:c3:a1:09:80:27;0.499754
cc:08:e0:13:54:06;cc:08:e0:13:56:18;0.379248
cc:08:e0:13:54:06;58:1f:aa:06:94:43;0.379248
cc:08:e0:13:54:06;d8:9e:3f:14:20:48;0.379248
cc:08:e0:13:54:06;b8:ff:61:12:74:96;0.379248
cc:08:e0:13:56:18;58:1f:aa:06:94:43;0.379248
cc:08:e0:13:56:18;3c:d0:f8:05:28:51;0.554361
cc:08:e0:13:56:18;d8:9e:3f:14:20:48;2.008787
cc:08:e0:13:56:18;b8:ff:61:12:74:96;0.606918
cc:08:e0:13:56:18;4c:b1:99:06:29:79;1.042889
58:1f:aa:06:94:43;d8:9e:3f:14:20:48;0.379248
58:1f:aa:06:94:43;b8:ff:61:12:74:96;0.379248
3c:d0:f8:05:28:51;d8:9e:3f:14:20:48;0.326691
3c:d0:f8:05:28:51;50:ea:d6:06:54:29;0.540496
3c:d0:f8:05:28:51;b8:ff:61:12:74:96;0.411959
